"Category ID";"Active (0/1)";"Name*";"Parent category";"Root category (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
"2078";"1";"CHICKEN CHARLEY  RONNY ARLANDO";"Artiest";"0";"CHICKEN CHARLEY  RONNY ARLANDO";"CHICKEN CHARLEY  RONNY ARLANDO";"CHICKEN CHARLEY  RONNY ARLANDO";"CHICKEN CHARLEY  RONNY ARLANDO";"chicken-charley-ronny-arlando";
"2079";"1";"LINDA LEE";"Artiest";"0";"LINDA LEE";"LINDA LEE";"LINDA LEE";"LINDA LEE";"linda-lee";
"2080";"1";"KIRDY JBS 1036";"Artiest";"0";"KIRDY JBS 1036";"KIRDY JBS 1036";"KIRDY JBS 1036";"KIRDY JBS 1036";"kirdy-jbs-1036";
"2081";"1";"KEN GRIFFIN";"Artiest";"0";"KEN GRIFFIN";"KEN GRIFFIN";"KEN GRIFFIN";"KEN GRIFFIN";"ken-griffin";
"2082";"1";"KAREL DE KLEPPERKONING TELSTAR1808";"Artiest";"0";"KAREL DE KLEPPERKONING TELSTAR1808";"KAREL DE KLEPPERKONING TELSTAR1808";"KAREL DE KLEPPERKONING TELSTAR1808";"KAREL DE KLEPPERKONING TELSTAR1808";"karel-de-klepperkoning-telstar1808";
"2083";"1";"GERRY VAN HOUTERT TELSTAR2845";"Artiest";"0";"GERRY VAN HOUTERT TELSTAR2845";"GERRY VAN HOUTERT TELSTAR2845";"GERRY VAN HOUTERT TELSTAR2845";"GERRY VAN HOUTERT TELSTAR2845";"gerry-van-houtert-telstar2845";
"2084";"1";"TANJA BERG";"Artiest";"0";"TANJA BERG";"TANJA BERG";"TANJA BERG";"TANJA BERG";"tanja-berg";
"2085";"1";"Artiest MANUELA";"Artiest";"0";"Artiest MANUELA";"Artiest MANUELA";"Artiest MANUELA";"Artiest MANUELA";"artiest-manuela";
"2086";"1";"JULIANE WERDING";"Artiest";"0";"JULIANE WERDING";"JULIANE WERDING";"JULIANE WERDING";"JULIANE WERDING";"juliane-werding";
"2087";"1";"NINA LIZELL";"Artiest";"0";"NINA LIZELL";"NINA LIZELL";"NINA LIZELL";"NINA LIZELL";"nina-lizell";
"2088";"1";"Katja Ebstein";"Artiest";"0";"Katja Ebstein";"Katja Ebstein";"Katja Ebstein";"Katja Ebstein";"katja-ebstein";
"2089";"1";"Artiest KIRSTI";"Artiest";"0";"Artiest KIRSTI";"Artiest KIRSTI";"Artiest KIRSTI";"Artiest KIRSTI";"artiest-kirsti";
"2090";"1";"ANNA LENA";"Artiest";"0";"ANNA LENA";"ANNA LENA";"ANNA LENA";"ANNA LENA";"anna-lena";
"2091";"1";"DORTHE";"Artiest";"0";"DORTHE";"DORTHE";"DORTHE";"DORTHE";"dorthe";
"2092";"1";"JB Swart- Aluminium lp koffer";"Artiest";"0";"JB Swart- Aluminium lp koffer";"JB Swart- Aluminium lp koffer";"JB Swart- Aluminium lp koffer";"JB Swart- Aluminium lp koffer";"jb-swart-aluminium-lp-koffer";
"2093";"1";"NORMAAL";"Artiest";"0";"NORMAAL";"NORMAAL";"NORMAAL";"NORMAAL";"normaal";
"2094";"1";"ZANGERES ZONDER NAAM NORMAAL";"Artiest";"0";"ZANGERES ZONDER NAAM NORMAAL";"ZANGERES ZONDER NAAM NORMAAL";"ZANGERES ZONDER NAAM NORMAAL";"ZANGERES ZONDER NAAM NORMAAL";"zangeres-zonder-naamnormaal";
"2095";"1";" FLIPPERS";"Artiest";"0";" FLIPPERS";" FLIPPERS";" FLIPPERS";" FLIPPERS";"flippers";
"2096";"1";"RENATE WERNER LEISMANN";"Artiest";"0";"RENATE WERNER LEISMANN";"RENATE WERNER LEISMANN";"RENATE WERNER LEISMANN";"RENATE WERNER LEISMANN";"renatewerner-leismann";
"2097";"1";"RENATE UND WERNER LEISMANN";"Artiest";"0";"RENATE UND WERNER LEISMANN";"RENATE UND WERNER LEISMANN";"RENATE UND WERNER LEISMANN";"RENATE UND WERNER LEISMANN";"renate-und-werner-leismann";
"2098";"1";"GRAHAM BONNEY";"Artiest";"0";"GRAHAM BONNEY";"GRAHAM BONNEY";"GRAHAM BONNEY";"GRAHAM BONNEY";"graham-bonney";
"2099";"1";"Artiest GITTE";"Artiest";"0";"Artiest GITTE";"Artiest GITTE";"Artiest GITTE";"Artiest GITTE";"artiest-gitte";
"2100";"1";"A LA CARTE ";"Artiest";"0";"A LA CARTE ";"A LA CARTE ";"A LA CARTE ";"A LA CARTE ";"a-la-carte";
"2101";"1";"HEINO (A KANT VERTALING VAN G BOES ZEG MOOI MEISJE )";"Artiest";"0";"HEINO (A KANT VERTALING VAN G BOES ZEG MOOI MEISJE )";"HEINO (A KANT VERTALING VAN G BOES ZEG MOOI MEISJE )";"HEINO (A KANT VERTALING VAN G BOES ZEG MOOI MEISJE )";"HEINO (A KANT VERTALING VAN G BOES ZEG MOOI MEISJE )";"heino-a-kant-vertaling-van-g-boes-zeg-mooi-meisje";
"2102";"1";"RICKY SHAYNE";"Artiest";"0";"RICKY SHAYNE";"RICKY SHAYNE";"RICKY SHAYNE";"RICKY SHAYNE";"ricky-shayne";
"2103";"1";"Artiest HAJO";"Artiest";"0";"Artiest HAJO";"Artiest HAJO";"Artiest HAJO";"Artiest HAJO";"artiest-hajo";
"2104";"1";"Artiest ANITA";"Artiest";"0";"Artiest ANITA";"Artiest ANITA";"Artiest ANITA";"Artiest ANITA";"artiest-anita";
"2105";"1";"ANDREA JURGENS";"Artiest";"0";"ANDREA JURGENS";"ANDREA JURGENS";"ANDREA JURGENS";"ANDREA JURGENS";"andrea-jurgens";
"2106";"1";"TEDDY PARKER";"Artiest";"0";"TEDDY PARKER";"TEDDY PARKER";"TEDDY PARKER";"TEDDY PARKER";"teddy-parker";
"2107";"1";"SIW MALMKVIST";"Artiest";"0";"SIW MALMKVIST";"SIW MALMKVIST";"SIW MALMKVIST";"SIW MALMKVIST";"siw-malmkvist";
"2108";"1";"LARS BERGHAGEN";"Artiest";"0";"LARS BERGHAGEN";"LARS BERGHAGEN";"LARS BERGHAGEN";"LARS BERGHAGEN";"lars-berghagen";
"2109";"1";"KRISTINA BACH";"Artiest";"0";"KRISTINA BACH";"KRISTINA BACH";"KRISTINA BACH";"KRISTINA BACH";"kristina-bach";
"2110";"1";"Artiest NICKER BOCKER BIENE";"Artiest";"0";"Artiest NICKER BOCKER BIENE";"Artiest NICKER BOCKER BIENE";"Artiest NICKER BOCKER BIENE";"Artiest NICKER BOCKER BIENE";"artiest-nicker-bockerbiene";
"2111";"1";"Artiest EARLY BIRD";"Artiest";"0";"Artiest EARLY BIRD";"Artiest EARLY BIRD";"Artiest EARLY BIRD";"Artiest EARLY BIRD";"artiest-early-bird";
"2112";"1";"BOBBY PRINS EN THE SOUND EXPRESS TELSTAR 1187";"Artiest";"0";"BOBBY PRINS EN THE SOUND EXPRESS TELSTAR 1187";"BOBBY PRINS EN THE SOUND EXPRESS TELSTAR 1187";"BOBBY PRINS EN THE SOUND EXPRESS TELSTAR 1187";"BOBBY PRINS EN THE SOUND EXPRESS TELSTAR 1187";"bobby-prins-en-the-sound-express-telstar-1187";
"2113";"1";"JAN HAMMER ";"Artiest";"0";"JAN HAMMER ";"JAN HAMMER ";"JAN HAMMER ";"JAN HAMMER ";"jan-hammer";
"2114";"1";"DE OPPERKREKEL";"Artiest";"0";"DE OPPERKREKEL";"DE OPPERKREKEL";"DE OPPERKREKEL";"DE OPPERKREKEL";"de-opperkrekel";
"2115";"1";"JOHNNY THE HURRICANS";"Artiest";"0";"JOHNNY THE HURRICANS";"JOHNNY THE HURRICANS";"JOHNNY THE HURRICANS";"JOHNNY THE HURRICANS";"johnnythe-hurricans";
"2116";"1";"PEMPER BOYS";"Artiest";"0";"PEMPER BOYS";"PEMPER BOYS";"PEMPER BOYS";"PEMPER BOYS";"pemper-boys";
"2117";"1";"MRWALKIE-TALKIE";"Artiest";"0";"MRWALKIE-TALKIE";"MRWALKIE-TALKIE";"MRWALKIE-TALKIE";"MRWALKIE-TALKIE";"mrwalkie-talkie";
"2118";"1";"FRANKIE ZEITZ ";"Artiest";"0";"FRANKIE ZEITZ ";"FRANKIE ZEITZ ";"FRANKIE ZEITZ ";"FRANKIE ZEITZ ";"frankie-zeitz";
"2119";"1";"MARC WINTER FORMATION";"Artiest";"0";"MARC WINTER FORMATION";"MARC WINTER FORMATION";"MARC WINTER FORMATION";"MARC WINTER FORMATION";"marc-winter-formation";
"2120";"1";"DIE BOHMISCHEN MUSIKANTEN";"Artiest";"0";"DIE BOHMISCHEN MUSIKANTEN";"DIE BOHMISCHEN MUSIKANTEN";"DIE BOHMISCHEN MUSIKANTEN";"DIE BOHMISCHEN MUSIKANTEN";"die-bohmischen-musikanten";
"2121";"1";"FRANKIE YANKOVIC";"Artiest";"0";"FRANKIE YANKOVIC";"FRANKIE YANKOVIC";"FRANKIE YANKOVIC";"FRANKIE YANKOVIC";"frankie-yankovic";
"2122";"1";"PETER MOESSER`S MUSIC";"Artiest";"0";"PETER MOESSER`S MUSIC";"PETER MOESSER`S MUSIC";"PETER MOESSER`S MUSIC";"PETER MOESSER`S MUSIC";"peter-moessers-music";
"2123";"1";"SIR HENRY`S ORCHESTRA";"Artiest";"0";"SIR HENRY`S ORCHESTRA";"SIR HENRY`S ORCHESTRA";"SIR HENRY`S ORCHESTRA";"SIR HENRY`S ORCHESTRA";"sir-henrys-orchestra";
"2124";"1";"DIE REITERBUAM ";"Artiest";"0";"DIE REITERBUAM ";"DIE REITERBUAM ";"DIE REITERBUAM ";"DIE REITERBUAM ";"die-reiterbuam";
"2125";"1";"Tijdbrekers  PEMPERBOY S";"Artiest";"0";"Tijdbrekers  PEMPERBOY S";"Tijdbrekers  PEMPERBOY S";"Tijdbrekers  PEMPERBOY S";"Tijdbrekers  PEMPERBOY S";"tijdbrekerspemperboy-s";
"2126";"1";"CLAUDIA JUNG";"Artiest";"0";"CLAUDIA JUNG";"CLAUDIA JUNG";"CLAUDIA JUNG";"CLAUDIA JUNG";"claudia-jung";
"2127";"1";"CALIMEROS";"Artiest";"0";"CALIMEROS";"CALIMEROS";"CALIMEROS";"CALIMEROS";"calimeros";
"2128";"1";"REX GILDO";"Artiest";"0";"REX GILDO";"REX GILDO";"REX GILDO";"REX GILDO";"rex-gildo";
"2129";"1";" JULIANE WERDING";"Artiest";"0";" JULIANE WERDING";" JULIANE WERDING";" JULIANE WERDING";" JULIANE WERDING";"juliane-werding";
"2130";"1";"MANUELA SUKAR";"Artiest";"0";"MANUELA SUKAR";"MANUELA SUKAR";"MANUELA SUKAR";"MANUELA SUKAR";"manuela-sukar";
"2131";"1";"ANDRE BRASSEUR";"Artiest";"0";"ANDRE BRASSEUR";"ANDRE BRASSEUR";"ANDRE BRASSEUR";"ANDRE BRASSEUR";"andre-brasseur";
"2132";"1";"DE BLENCO S TELSTAR2967";"Artiest";"0";"DE BLENCO S TELSTAR2967";"DE BLENCO S TELSTAR2967";"DE BLENCO S TELSTAR2967";"DE BLENCO S TELSTAR2967";"de-blenco-s-telstar2967";
"2133";"1";"OOMPIE KOERIER";"Artiest";"0";"OOMPIE KOERIER";"OOMPIE KOERIER";"OOMPIE KOERIER";"OOMPIE KOERIER";"oompie-koerier";
"2134";"1";"TIANA EN OOMPIE KOERIER";"Artiest";"0";"TIANA EN OOMPIE KOERIER";"TIANA EN OOMPIE KOERIER";"TIANA EN OOMPIE KOERIER";"TIANA EN OOMPIE KOERIER";"tiana-en-oompie-koerier";
"2135";"1";"DE ROFFELS TELSTAR 3799";"Artiest";"0";"DE ROFFELS TELSTAR 3799";"DE ROFFELS TELSTAR 3799";"DE ROFFELS TELSTAR 3799";"DE ROFFELS TELSTAR 3799";"de-roffels-telstar-3799";
"2136";"1";"DE ROFFELS TELSTAR 4212";"Artiest";"0";"DE ROFFELS TELSTAR 4212";"DE ROFFELS TELSTAR 4212";"DE ROFFELS TELSTAR 4212";"DE ROFFELS TELSTAR 4212";"de-roffels-telstar-4212";
"2137";"1";"DE ROFFELS TELSTAR 3600425800";"Artiest";"0";"DE ROFFELS TELSTAR 3600425800";"DE ROFFELS TELSTAR 3600425800";"DE ROFFELS TELSTAR 3600425800";"DE ROFFELS TELSTAR 3600425800";"de-roffels-telstar-3600425800";
"2138";"1";"WILLI PENSL";"Artiest";"0";"WILLI PENSL";"WILLI PENSL";"WILLI PENSL";"WILLI PENSL";"willi-pensl";
"2139";"1";"THE PEARLS TELSTAR 2998";"Artiest";"0";"THE PEARLS TELSTAR 2998";"THE PEARLS TELSTAR 2998";"THE PEARLS TELSTAR 2998";"THE PEARLS TELSTAR 2998";"the-pearls-telstar-2998";
"2140";"1";"ARNE JANSEN TELSTAR 3661";"Artiest";"0";"ARNE JANSEN TELSTAR 3661";"ARNE JANSEN TELSTAR 3661";"ARNE JANSEN TELSTAR 3661";"ARNE JANSEN TELSTAR 3661";"arne-jansen-telstar-3661";
"2141";"1";"THE RAPSODIES";"Artiest";"0";"THE RAPSODIES";"THE RAPSODIES";"THE RAPSODIES";"THE RAPSODIES";"the-rapsodies";
"2142";"1";"EDDIE RABBITT";"Artiest";"0";"EDDIE RABBITT";"EDDIE RABBITT";"EDDIE RABBITT";"EDDIE RABBITT";"eddie-rabbitt";
"2143";"1";"CONNY FROBOESS";"Artiest";"0";"CONNY FROBOESS";"CONNY FROBOESS";"CONNY FROBOESS";"CONNY FROBOESS";"conny-froboess";
"2144";"1";"DE HEIKREKELS TELSTARTS1649 TF";"Artiest";"0";"DE HEIKREKELS TELSTARTS1649 TF";"DE HEIKREKELS TELSTARTS1649 TF";"DE HEIKREKELS TELSTARTS1649 TF";"DE HEIKREKELS TELSTARTS1649 TF";"de-heikrekels-telstarts1649-tf";
"2145";"1";"DUO CORRY HENK TAK TELSTARTSI-1909";"Artiest";"0";"DUO CORRY HENK TAK TELSTARTSI-1909";"DUO CORRY HENK TAK TELSTARTSI-1909";"DUO CORRY HENK TAK TELSTARTSI-1909";"DUO CORRY HENK TAK TELSTARTSI-1909";"duo-corryhenk-tak-telstartsi-1909";
"2146";"1";"THEO MARJAN TELSTAR TS1818";"Artiest";"0";"THEO MARJAN TELSTAR TS1818";"THEO MARJAN TELSTAR TS1818";"THEO MARJAN TELSTAR TS1818";"THEO MARJAN TELSTAR TS1818";"theomarjan-telstar-ts1818";
"2147";"1";"MONICA WEST";"Artiest";"0";"MONICA WEST";"MONICA WEST";"MONICA WEST";"MONICA WEST";"monica-west";
"2148";"1";"DUO DE VOARTSE BOYS";"Artiest";"0";"DUO DE VOARTSE BOYS";"DUO DE VOARTSE BOYS";"DUO DE VOARTSE BOYS";"DUO DE VOARTSE BOYS";"duo-de-voartse-boys";
"2149";"1";"DANNY CARDO TELSTAR TS2034";"Artiest";"0";"DANNY CARDO TELSTAR TS2034";"DANNY CARDO TELSTAR TS2034";"DANNY CARDO TELSTAR TS2034";"DANNY CARDO TELSTAR TS2034";"danny-cardo-telstar-ts2034";
"2150";"1";"Artiest ANNABEL";"Artiest";"0";"Artiest ANNABEL";"Artiest ANNABEL";"Artiest ANNABEL";"Artiest ANNABEL";"artiest-annabel";
"2151";"1";"THE KORGIS ";"Artiest";"0";"THE KORGIS ";"THE KORGIS ";"THE KORGIS ";"THE KORGIS ";"the-korgis";
"2152";"1";"DE MARJANDO`S TELSTAR 60026";"Artiest";"0";"DE MARJANDO`S TELSTAR 60026";"DE MARJANDO`S TELSTAR 60026";"DE MARJANDO`S TELSTAR 60026";"DE MARJANDO`S TELSTAR 60026";"de-marjandos-telstar-60026";
"2153";"1";"20 JAAR MARJANDO`S ";"Artiest";"0";"20 JAAR MARJANDO`S ";"20 JAAR MARJANDO`S ";"20 JAAR MARJANDO`S ";"20 JAAR MARJANDO`S ";"20-jaar-marjandos";
"2154";"1";"DE TEDDY BOYS TELSTAR 3821";"Artiest";"0";"DE TEDDY BOYS TELSTAR 3821";"DE TEDDY BOYS TELSTAR 3821";"DE TEDDY BOYS TELSTAR 3821";"DE TEDDY BOYS TELSTAR 3821";"de-teddy-boys-telstar-3821";
"2155";"1";"DE TEDDY BOYS TELSTAR3296";"Artiest";"0";"DE TEDDY BOYS TELSTAR3296";"DE TEDDY BOYS TELSTAR3296";"DE TEDDY BOYS TELSTAR3296";"DE TEDDY BOYS TELSTAR3296";"de-teddy-boys-telstar3296";
"2156";"1";"DE TEDDY BOYS ";"Artiest";"0";"DE TEDDY BOYS ";"DE TEDDY BOYS ";"DE TEDDY BOYS ";"DE TEDDY BOYS ";"de-teddy-boys";
"2157";"1";"DE TEDDY BOYS TELSTAR 3057";"Artiest";"0";"DE TEDDY BOYS TELSTAR 3057";"DE TEDDY BOYS TELSTAR 3057";"DE TEDDY BOYS TELSTAR 3057";"DE TEDDY BOYS TELSTAR 3057";"de-teddy-boys-telstar-3057";
"2158";"1";"THE STARFIGHtERS OP ZWART VINYL";"Artiest";"0";"THE STARFIGHtERS OP ZWART VINYL";"THE STARFIGHtERS OP ZWART VINYL";"THE STARFIGHtERS OP ZWART VINYL";"THE STARFIGHtERS OP ZWART VINYL";"the-starfighters-op-zwart-vinyl";
"2159";"1";"Aukje ";"Artiest";"0";"Aukje ";"Aukje ";"Aukje ";"Aukje ";"aukje";
"2160";"1";"TRIO WOUTER DE POLKAMAN";"Artiest";"0";"TRIO WOUTER DE POLKAMAN";"TRIO WOUTER DE POLKAMAN";"TRIO WOUTER DE POLKAMAN";"TRIO WOUTER DE POLKAMAN";"trio-wouter-de-polkaman";
"2161";"1";"GERRY VAN HOUTERT TELSTAR 3077";"Artiest";"0";"GERRY VAN HOUTERT TELSTAR 3077";"GERRY VAN HOUTERT TELSTAR 3077";"GERRY VAN HOUTERT TELSTAR 3077";"GERRY VAN HOUTERT TELSTAR 3077";"gerry-van-houtert-telstar-3077";
"2162";"1";"DE MARJANDO`S";"Artiest";"0";"DE MARJANDO`S";"DE MARJANDO`S";"DE MARJANDO`S";"DE MARJANDO`S";"de-marjandos";
"2163";"1";"DE KERMISKLANTEN";"Artiest";"0";"DE KERMISKLANTEN";"DE KERMISKLANTEN";"DE KERMISKLANTEN";"DE KERMISKLANTEN";"de-kermisklanten";
"2164";"1";"THE BOATNICKS TELSTAR 2868";"Artiest";"0";"THE BOATNICKS TELSTAR 2868";"THE BOATNICKS TELSTAR 2868";"THE BOATNICKS TELSTAR 2868";"THE BOATNICKS TELSTAR 2868";"the-boatnicks-telstar-2868";
"2165";"1";"GERT SIEBUM";"Artiest";"0";"GERT SIEBUM";"GERT SIEBUM";"GERT SIEBUM";"GERT SIEBUM";"gert-siebum";
"2166";"1";"Carl Stocker - 12 ";"Artiest";"0";"Carl Stocker - 12 ";"Carl Stocker - 12 ";"Carl Stocker - 12 ";"Carl Stocker - 12 ";"carl-stocker12";
"2167";"1";"HET SNEEUWBAL TRIO zwart vinyl ";"Artiest";"0";"HET SNEEUWBAL TRIO zwart vinyl ";"HET SNEEUWBAL TRIO zwart vinyl ";"HET SNEEUWBAL TRIO zwart vinyl ";"HET SNEEUWBAL TRIO zwart vinyl ";"het-sneeuwbal-trio-zwart-vinyl";
"2168";"1";"THE SUNSTREAMS";"Artiest";"0";"THE SUNSTREAMS";"THE SUNSTREAMS";"THE SUNSTREAMS";"THE SUNSTREAMS";"the-sunstreams";
"2169";"1";"Artiest ELMARI ZUSJES";"Artiest";"0";"Artiest ELMARI ZUSJES";"Artiest ELMARI ZUSJES";"Artiest ELMARI ZUSJES";"Artiest ELMARI ZUSJES";"artiest-elmari-zusjes";
"2170";"1";"GUS BACKUS";"Artiest";"0";"GUS BACKUS";"GUS BACKUS";"GUS BACKUS";"GUS BACKUS";"gus-backus";
"2171";"1";"HERMAN LIPPINKHOF TELSTAR 2802";"Artiest";"0";"HERMAN LIPPINKHOF TELSTAR 2802";"HERMAN LIPPINKHOF TELSTAR 2802";"HERMAN LIPPINKHOF TELSTAR 2802";"HERMAN LIPPINKHOF TELSTAR 2802";"herman-lippinkhof-telstar-2802";
"2172";"1";"Steve Huber -13 ";"Artiest";"0";"Steve Huber -13 ";"Steve Huber -13 ";"Steve Huber -13 ";"Steve Huber -13 ";"steve-huber-13";
"2173";"1";"Walt Groller nr 15 ";"Artiest";"0";"Walt Groller nr 15 ";"Walt Groller nr 15 ";"Walt Groller nr 15 ";"Walt Groller nr 15 ";"walt-groller-nr-15";
"2174";"1";"Joe Prince - 16";"Artiest";"0";"Joe Prince - 16";"Joe Prince - 16";"Joe Prince - 16";"Joe Prince - 16";"joe-prince16";
"2175";"1";"Steve Huber - 17";"Artiest";"0";"Steve Huber - 17";"Steve Huber - 17";"Steve Huber - 17";"Steve Huber - 17";"steve-huber17";
"2176";"1";"DE WYKO S ";"Artiest";"0";"DE WYKO S ";"DE WYKO S ";"DE WYKO S ";"DE WYKO S ";"de-wyko-s";
"2177";"1";"DE TIJDBREKERS TELSTAR 2789";"Artiest";"0";"DE TIJDBREKERS TELSTAR 2789";"DE TIJDBREKERS TELSTAR 2789";"DE TIJDBREKERS TELSTAR 2789";"DE TIJDBREKERS TELSTAR 2789";"de-tijdbrekers-telstar-2789";
"2178";"1";"DE TOENDRA`S ";"Artiest";"0";"DE TOENDRA`S ";"DE TOENDRA`S ";"DE TOENDRA`S ";"DE TOENDRA`S ";"de-toendras";
"2179";"1";"JOSJE TELSTAR 2944";"Artiest";"0";"JOSJE TELSTAR 2944";"JOSJE TELSTAR 2944";"JOSJE TELSTAR 2944";"JOSJE TELSTAR 2944";"josje-telstar-2944";
"2180";"1";"DE GRONINGSE ZUSJES TELSTAR 3641";"Artiest";"0";"DE GRONINGSE ZUSJES TELSTAR 3641";"DE GRONINGSE ZUSJES TELSTAR 3641";"DE GRONINGSE ZUSJES TELSTAR 3641";"DE GRONINGSE ZUSJES TELSTAR 3641";"de-groningse-zusjes-telstar-3641";
"2181";"1";"DE GRONINGSE ZUSJES TELSTAR 3496";"Artiest";"0";"DE GRONINGSE ZUSJES TELSTAR 3496";"DE GRONINGSE ZUSJES TELSTAR 3496";"DE GRONINGSE ZUSJES TELSTAR 3496";"DE GRONINGSE ZUSJES TELSTAR 3496";"de-groningse-zusjes-telstar-3496";
"2182";"1";"DE DORPSGASTEN TELSTAR 3180";"Artiest";"0";"DE DORPSGASTEN TELSTAR 3180";"DE DORPSGASTEN TELSTAR 3180";"DE DORPSGASTEN TELSTAR 3180";"DE DORPSGASTEN TELSTAR 3180";"de-dorpsgasten-telstar-3180";
"2183";"1";"LUUK AND THE NEW COMBI S TELSTAR 3441";"Artiest";"0";"LUUK AND THE NEW COMBI S TELSTAR 3441";"LUUK AND THE NEW COMBI S TELSTAR 3441";"LUUK AND THE NEW COMBI S TELSTAR 3441";"LUUK AND THE NEW COMBI S TELSTAR 3441";"luuk-and-the-new-combi-s-telstar-3441";
"2184";"1";"AD VAN HOORN TELSTAR 3078";"Artiest";"0";"AD VAN HOORN TELSTAR 3078";"AD VAN HOORN TELSTAR 3078";"AD VAN HOORN TELSTAR 3078";"AD VAN HOORN TELSTAR 3078";"ad-van-hoorn-telstar-3078";
"2185";"1";"DE ELECTRONICA S ";"Artiest";"0";"DE ELECTRONICA S ";"DE ELECTRONICA S ";"DE ELECTRONICA S ";"DE ELECTRONICA S ";"de-electronica-s";
"2186";"1";"GERARD JETJE TELSTAR 3062";"Artiest";"0";"GERARD JETJE TELSTAR 3062";"GERARD JETJE TELSTAR 3062";"GERARD JETJE TELSTAR 3062";"GERARD JETJE TELSTAR 3062";"gerardjetje-telstar-3062";
"2187";"1";"JOHN DAVIS ";"Artiest";"0";"JOHN DAVIS ";"JOHN DAVIS ";"JOHN DAVIS ";"JOHN DAVIS ";"john-davis";
"2188";"1";"MELCHIOR TELSTAR 3098";"Artiest";"0";"MELCHIOR TELSTAR 3098";"MELCHIOR TELSTAR 3098";"MELCHIOR TELSTAR 3098";"MELCHIOR TELSTAR 3098";"melchior-telstar-3098";
"2189";"1";"HET SNEEUWBALTRIO TELSTAR 2418";"Artiest";"0";"HET SNEEUWBALTRIO TELSTAR 2418";"HET SNEEUWBALTRIO TELSTAR 2418";"HET SNEEUWBALTRIO TELSTAR 2418";"HET SNEEUWBALTRIO TELSTAR 2418";"het-sneeuwbaltrio-telstar-2418";
"2190";"1";"HET SNEEUWBALTRIO TELSTAR 2827";"Artiest";"0";"HET SNEEUWBALTRIO TELSTAR 2827";"HET SNEEUWBALTRIO TELSTAR 2827";"HET SNEEUWBALTRIO TELSTAR 2827";"HET SNEEUWBALTRIO TELSTAR 2827";"het-sneeuwbaltrio-telstar-2827";
"2191";"1";"TRUCKER JOE HERMAN LIPPINKHOF";"Artiest";"0";"TRUCKER JOE HERMAN LIPPINKHOF";"TRUCKER JOE HERMAN LIPPINKHOF";"TRUCKER JOE HERMAN LIPPINKHOF";"TRUCKER JOE HERMAN LIPPINKHOF";"trucker-joe-herman-lippinkhof";
"2192";"1";"Artiest NEW FOUR";"Artiest";"0";"Artiest NEW FOUR";"Artiest NEW FOUR";"Artiest NEW FOUR";"Artiest NEW FOUR";"artiest-new-four";
"2193";"1";"RAMONAS";"Artiest";"0";"RAMONAS";"RAMONAS";"RAMONAS";"RAMONAS";"ramonas";
"2194";"1";"HENNER HOIER";"Artiest";"0";"HENNER HOIER";"HENNER HOIER";"HENNER HOIER";"HENNER HOIER";"henner-hoier";
"2195";"1";"DEMIS ROUSSOS";"Artiest";"0";"DEMIS ROUSSOS";"DEMIS ROUSSOS";"DEMIS ROUSSOS";"DEMIS ROUSSOS";"demis-roussos";
"2196";"1";"TONY HOLIDAY";"Artiest";"0";"TONY HOLIDAY";"TONY HOLIDAY";"TONY HOLIDAY";"TONY HOLIDAY";"tony-holiday";
"2197";"1";"De Mixers ";"Artiest";"0";"De Mixers ";"De Mixers ";"De Mixers ";"De Mixers ";"de-mixers";
"2198";"1";"De Four Tak 3";"Artiest";"0";"De Four Tak 3";"De Four Tak 3";"De Four Tak 3";"De Four Tak 3";"de-four-tak-3";
"2199";"1";"EDINA POP";"Artiest";"0";"EDINA POP";"EDINA POP";"EDINA POP";"EDINA POP";"edina-pop";
"2200";"1";"Artiest TONY";"Artiest";"0";"Artiest TONY";"Artiest TONY";"Artiest TONY";"Artiest TONY";"artiest-tony";
"2201";"1";"MONICA MORELL";"Artiest";"0";"MONICA MORELL";"MONICA MORELL";"MONICA MORELL";"MONICA MORELL";"monica-morell";
"2202";"1";"MIKE KRUGER";"Artiest";"0";"MIKE KRUGER";"MIKE KRUGER";"MIKE KRUGER";"MIKE KRUGER";"mike-kruger";
"2203";"1";"LES- RIE-JO S TSF 6";"Artiest";"0";"LES- RIE-JO S TSF 6";"LES- RIE-JO S TSF 6";"LES- RIE-JO S TSF 6";"LES- RIE-JO S TSF 6";"les-rie-jo-s-tsf-6";
"2204";"1";"Artiest PETAR EN DE MUSKETIERS ";"Artiest";"0";"Artiest PETAR EN DE MUSKETIERS ";"Artiest PETAR EN DE MUSKETIERS ";"Artiest PETAR EN DE MUSKETIERS ";"Artiest PETAR EN DE MUSKETIERS ";"artiest-petar-en-de-musketiers";
"2205";"1";"THE STARFIGHTERS ";"Artiest";"0";"THE STARFIGHTERS ";"THE STARFIGHTERS ";"THE STARFIGHTERS ";"THE STARFIGHTERS ";"the-starfighters";
"2206";"1";"DE HEIKREKELS TELSTAR2893";"Artiest";"0";"DE HEIKREKELS TELSTAR2893";"DE HEIKREKELS TELSTAR2893";"DE HEIKREKELS TELSTAR2893";"DE HEIKREKELS TELSTAR2893";"de-heikrekels-telstar2893";
"2207";"1";"Artiest WILMA";"Artiest";"0";"Artiest WILMA";"Artiest WILMA";"Artiest WILMA";"Artiest WILMA";"artiest-wilma";
