"Category ID";"Active (0/1)";"Name*";"Parent category";"Root category(0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
"49";"1";"Artiest";"Home";"0";;"Artiest";"Artiest";"Artiest";"artiest";
